Age,Gender,Exercise Level,Diet Type,Sleep Hours,Work Hours per Week,Screen Time per Day (Hours),Social Interaction Score,Happiness Score,Stress Level
28,Male,Low,Junk Food,4.4,38,3.3,9.3,6.6,Moderate
33,Male,Low,Vegan,6.8,28,7.2,4.7,2.7,Low
25,Female,Moderate,Balanced,8.6,31,7.1,7.7,2.3,High
57,Male,Low,Vegetarian,8.6,51,7.7,1.7,3.6,Moderate
57,Male,Moderate,Junk Food,9.5,50,2.5,1.5,1.3,Moderate
62,Other,High,Vegetarian,8.0,36,5.2,2.1,7.7,Moderate
19,Female,High,Vegetarian,7.2,42,5.9,5.0,3.3,Moderate
47,Male,High,Junk Food,7.8,29,6.3,2.9,2.1,Low
47,Female,Low,Balanced,7.5,49,5.9,3.6,7.3,Moderate
29,Female,High,Vegetarian,5.3,38,6.6,6.8,8.6,Moderate
27,Male,High,Keto,4.2,45,4.2,4.2,1.2,High
61,Other,Moderate,Vegetarian,7.8,45,3.1,6.0,3.1,High
28,Female,Moderate,Junk Food,9.6,30,3.2,4.7,9.5,Low
32,Male,High,Vegan,7.9,39,2.1,2.5,4.5,Low
33,Female,High,Vegetarian,3.7,23,4.1,1.7,9.4,Low
34,Other,Low,Balanced,5.7,31,2.6,3.1,3.5,Low
43,Other,Low,Keto,6.2,44,3.9,1.5,3.0,Moderate
19,Other,High,Keto,3.7,29,5.8,6.6,2.9,High
29,Male,Moderate,Vegan,4.4,41,7.4,8.2,1.8,Moderate
43,Male,High,Vegan,6.4,26,7.0,4.1,9.1,Moderate
40,Other,Low,Vegetarian,6.9,43,3.5,4.5,9.8,Moderate
35,Male,Moderate,Junk Food,5.0,21,2.8,8.3,9.6,High
49,Other,Moderate,Balanced,4.4,51,3.2,3.0,8.7,Low
55,Male,Low,Keto,8.3,40,7.8,2.1,8.6,Low
64,Other,High,Vegan,5.9,26,5.3,5.5,6.9,High
20,Female,High,Balanced,6.1,27,3.1,6.8,8.4,High
55,Other,High,Junk Food,5.7,57,7.0,6.4,2.9,Low
20,Other,Low,Keto,5.3,40,4.4,7.4,4.5,Moderate
47,Male,Moderate,Keto,8.5,27,7.4,1.5,6.8,Low
18,Male,Low,Junk Food,5.2,44,3.6,4.9,8.9,High
47,Male,High,Keto,6.8,47,4.4,3.1,6.9,Low
62,Male,Low,Junk Food,6.5,47,5.0,7.8,8.6,Low
49,Male,Moderate,Keto,3.6,50,7.4,8.9,5.3,Low
45,Male,Low,Vegetarian,6.9,55,7.2,3.5,7.5,High
38,Female,High,Junk Food,4.2,44,5.4,1.9,9.8,High
63,Other,Moderate,Balanced,7.5,56,3.3,3.3,2.4,Low
30,Other,Low,Vegetarian,4.7,57,4.4,1.9,9.3,Low
44,Other,Low,Balanced,7.3,31,7.9,3.9,5.7,Moderate
53,Female,Moderate,Keto,5.9,56,5.6,5.8,6.8,Moderate
24,Other,Moderate,Balanced,5.5,56,6.7,9.8,8.9,Low
39,Female,High,Vegetarian,6.8,50,4.7,4.6,4.7,High
27,Female,Moderate,Junk Food,4.3,37,5.2,3.0,4.8,Moderate
56,Female,High,Vegan,6.4,45,4.6,2.5,5.7,Low
32,Other,Low,Balanced,7.7,25,6.2,2.6,1.2,Moderate
32,Female,High,Vegan,8.1,28,7.1,2.7,5.5,Moderate
21,Other,Low,Balanced,5.8,30,5.0,7.9,3.6,Moderate
49,Other,Moderate,Balanced,6.0,50,4.9,1.5,9.4,High
40,Male,Low,Junk Food,4.3,21,4.0,10.0,1.8,Low
23,Male,Moderate,Keto,5.4,48,3.1,5.7,5.1,High
41,Female,Low,Vegetarian,4.2,24,7.6,5.9,9.5,High
37,Female,Low,Vegetarian,7.2,42,3.9,4.2,9.1,Moderate
54,Other,Low,Vegetarian,7.8,55,6.8,7.2,7.3,Low
37,Female,Low,Keto,5.8,26,6.3,5.2,6.3,Moderate
29,Female,High,Vegan,4.9,32,6.7,4.0,3.5,High
50,Other,Low,Vegetarian,7.0,29,7.6,3.4,4.3,High
45,Female,High,Vegan,5.2,55,5.7,9.3,1.8,Low
25,Female,Moderate,Keto,7.5,35,7.4,3.6,8.1,High
18,Other,Moderate,Keto,9.4,34,3.0,4.9,3.9,High
54,Other,High,Junk Food,5.2,38,5.8,4.2,7.0,Low
39,Male,Moderate,Vegetarian,5.4,40,6.6,1.8,4.2,Moderate
23,Other,Moderate,Junk Food,4.3,54,3.6,2.7,5.2,Low
38,Male,Low,Vegetarian,6.7,34,6.4,2.7,6.0,High
49,Female,Low,Keto,6.6,33,6.7,7.2,8.2,Low
52,Other,Low,Keto,6.1,48,7.0,4.7,2.9,Moderate
32,Other,High,Balanced,6.5,24,3.9,8.0,4.6,High
22,Other,High,Balanced,4.9,37,6.1,7.4,2.2,Moderate
63,Female,Moderate,Keto,4.0,20,3.8,2.7,1.7,Moderate
23,Male,Low,Keto,5.4,46,6.4,6.1,6.4,Low
42,Female,High,Vegan,3.6,46,4.8,7.7,2.7,Moderate
63,Female,High,Vegan,5.2,44,5.6,6.7,1.5,Low
57,Other,Low,Junk Food,7.0,40,4.5,6.4,9.1,Low
46,Male,High,Balanced,6.6,33,3.0,7.7,5.8,Moderate
24,Female,Low,Balanced,3.8,39,3.1,1.5,2.2,Low
57,Other,Moderate,Keto,8.1,47,2.5,7.6,1.5,Low
30,Female,Moderate,Keto,6.2,40,5.7,3.5,2.1,Moderate
55,Female,Moderate,Junk Food,4.6,42,7.1,6.1,5.2,High
35,Other,Low,Balanced,6.0,30,2.1,3.2,7.0,Low
19,Other,High,Vegan,5.6,21,2.4,8.5,6.8,Low
25,Male,Moderate,Vegetarian,5.2,39,4.7,5.3,2.3,Moderate
28,Female,Moderate,Junk Food,7.7,43,6.4,6.8,6.7,Low
50,Other,Moderate,Vegetarian,4.8,44,2.9,8.1,4.6,Moderate
55,Other,High,Vegan,6.8,56,3.6,9.1,5.2,High
44,Male,High,Vegan,4.5,41,3.4,7.6,8.2,High
37,Male,Low,Vegetarian,6.4,43,4.4,2.3,4.0,Moderate
29,Other,Moderate,Junk Food,6.9,34,3.3,8.7,2.3,High
60,Male,High,Vegetarian,6.9,31,4.1,6.6,8.9,Moderate
48,Other,Low,Junk Food,6.6,50,6.4,6.5,2.9,Low
44,Female,Moderate,Junk Food,6.1,50,5.7,9.3,3.6,High
49,Male,High,Keto,4.9,49,2.5,3.2,7.4,Low
27,Female,High,Balanced,4.9,39,5.8,3.2,7.2,Low
20,Female,Low,Balanced,6.9,27,4.9,5.6,8.2,Moderate
62,Female,Moderate,Vegan,4.6,49,7.6,7.8,2.7,High
44,Other,Moderate,Keto,4.3,54,3.7,5.0,4.2,High
52,Female,High,Balanced,8.6,40,6.4,6.7,2.1,Low
48,Female,Moderate,Junk Food,6.1,59,6.4,5.1,5.9,Low
32,Female,Low,Junk Food,7.5,47,3.3,6.5,3.6,Moderate
33,Other,High,Vegetarian,7.8,58,7.4,8.4,7.2,High
30,Female,High,Vegetarian,6.6,36,4.9,2.6,1.0,Moderate
52,Female,Low,Junk Food,5.9,31,6.1,7.3,1.5,Moderate
28,Male,High,Junk Food,6.0,37,2.9,8.1,4.9,Moderate
38,Other,Moderate,Vegetarian,8.9,47,3.5,5.0,9.6,High
28,Female,Moderate,Balanced,5.7,22,5.5,3.9,9.0,Moderate
47,Male,High,Vegan,6.8,34,3.9,1.1,9.9,High
52,Other,Low,Vegetarian,7.5,35,5.0,8.2,4.8,Moderate
39,Other,Low,Balanced,6.9,41,4.2,4.0,1.4,Low
55,Other,Moderate,Balanced,8.1,50,5.8,4.2,3.8,Moderate
48,Other,Low,Balanced,5.9,50,4.9,4.0,7.1,Moderate
31,Other,High,Keto,7.5,20,2.0,5.5,2.2,High
41,Other,High,Keto,3.8,30,5.9,7.3,3.7,Low
49,Female,Moderate,Balanced,8.5,25,4.5,7.9,1.5,Low
53,Female,Moderate,Junk Food,8.2,42,4.1,4.5,5.3,High
49,Female,Moderate,Keto,6.0,28,2.6,7.0,2.9,High
32,Female,Low,Vegetarian,7.2,35,3.3,7.5,1.8,Low
60,Male,High,Keto,7.8,57,3.3,3.7,4.7,High
52,Female,High,Junk Food,4.9,38,7.6,1.9,4.2,Low
20,Other,High,Vegan,6.3,32,4.6,9.1,5.8,Moderate
33,Female,Moderate,Keto,4.5,51,2.3,7.1,7.7,Moderate
22,Female,High,Balanced,8.2,55,2.8,6.8,2.0,Low
38,Other,Low,Balanced,7.7,28,2.5,1.5,8.1,Low
27,Female,Low,Balanced,6.1,56,5.5,8.4,1.2,Moderate
36,Female,High,Vegan,5.9,50,3.1,6.1,5.0,Moderate
42,Female,Moderate,Junk Food,6.3,50,5.0,8.6,6.3,Low
21,Male,High,Vegetarian,5.2,38,4.2,9.8,9.6,High
46,Female,Low,Junk Food,6.2,21,6.8,9.6,6.2,High
36,Other,Low,Vegan,4.9,51,3.9,8.7,2.4,Low
60,Other,Low,Balanced,7.8,53,4.7,1.1,5.7,High
19,Female,High,Junk Food,8.2,20,6.3,9.0,4.6,Moderate
27,Female,Low,Vegetarian,7.9,40,4.6,1.7,5.3,Moderate
60,Female,Moderate,Balanced,4.7,22,6.8,8.7,2.8,High
42,Other,High,Vegetarian,6.2,46,6.0,3.5,5.5,Low
37,Other,High,Keto,7.4,26,4.5,6.5,2.4,Moderate
36,Male,Low,Vegetarian,7.7,52,5.0,1.3,7.7,Moderate
40,Male,Low,Balanced,3.7,28,7.8,7.9,6.3,Moderate
41,Male,Moderate,Keto,7.6,49,6.0,2.0,1.7,High
28,Other,High,Balanced,4.6,37,7.4,4.7,9.0,Low
63,Male,Low,Balanced,6.3,45,3.1,8.4,6.5,High
51,Female,Moderate,Keto,8.4,39,4.9,7.3,3.8,Low
45,Female,Low,Vegetarian,8.2,57,7.5,1.1,1.4,Low
22,Other,High,Vegan,8.5,50,3.9,4.6,6.7,High
22,Male,Low,Vegan,4.9,27,7.8,1.4,4.4,Moderate
38,Female,High,Vegan,5.3,42,2.6,7.1,9.2,Low
29,Other,Low,Vegan,5.7,44,7.4,9.7,1.3,High
21,Male,High,Junk Food,6.3,20,4.7,6.9,1.4,Moderate
59,Female,Moderate,Vegan,6.8,37,2.4,3.0,9.5,Low
37,Male,High,Keto,8.4,38,7.3,4.2,9.7,Low
55,Other,Moderate,Vegan,5.1,25,3.5,9.8,1.2,Moderate
42,Male,High,Balanced,5.6,36,2.1,3.0,7.4,Low
31,Other,Moderate,Vegan,8.6,27,2.8,6.1,3.0,High
28,Male,Low,Vegetarian,4.8,28,6.0,4.6,7.3,Low
49,Female,High,Keto,7.6,56,7.9,7.9,8.8,Low
28,Other,Low,Keto,6.4,46,2.7,8.8,1.9,Moderate
35,Other,Moderate,Junk Food,7.1,55,4.8,4.1,3.1,High
44,Other,High,Balanced,5.3,25,3.1,6.9,1.2,Moderate
35,Male,High,Keto,7.6,25,6.5,5.9,1.4,High
40,Male,Low,Vegetarian,5.5,23,2.7,3.5,1.3,Moderate
28,Female,High,Vegan,4.4,41,3.4,3.4,8.2,Low
38,Other,High,Keto,7.2,59,3.2,5.8,3.7,High
61,Other,Low,Vegetarian,2.7,46,5.3,2.4,5.4,High
22,Male,High,Vegan,5.6,56,7.2,8.3,8.1,Low
40,Male,Low,Junk Food,6.9,21,5.1,1.6,5.5,Moderate
58,Female,Low,Keto,7.6,28,2.3,1.9,4.9,High
42,Female,Low,Keto,8.3,30,5.4,4.1,1.1,Low
58,Male,Low,Vegetarian,9.2,39,6.8,2.1,6.1,Low
27,Other,Low,Balanced,8.7,58,2.8,5.3,2.1,High
39,Female,Moderate,Junk Food,6.8,33,2.4,4.6,7.9,High
36,Male,Moderate,Balanced,8.2,45,3.1,7.5,3.3,High
18,Male,Low,Keto,6.8,57,6.5,9.6,7.1,Low
24,Other,Moderate,Balanced,7.5,49,5.6,7.8,6.8,Moderate
21,Male,Moderate,Vegan,5.6,55,5.2,2.6,6.6,Moderate
18,Male,High,Junk Food,7.2,57,3.5,9.4,3.4,High
32,Female,Low,Balanced,5.8,54,4.0,4.5,3.4,Low
57,Male,Moderate,Vegan,6.2,25,7.8,5.3,8.8,Low
29,Male,High,Vegetarian,7.2,22,3.4,4.8,1.1,High
39,Female,High,Balanced,9.6,20,7.4,3.5,2.6,Low
39,Other,Low,Junk Food,7.1,37,5.5,9.1,6.5,Low
64,Other,Low,Vegan,6.5,42,2.7,4.0,8.4,Low
34,Female,High,Balanced,5.3,51,4.8,6.2,4.2,High
46,Female,Low,Vegetarian,7.8,48,7.7,3.2,6.9,High
63,Other,Low,Balanced,6.0,42,4.5,8.2,6.0,High
31,Other,High,Vegan,7.1,55,7.2,8.0,1.6,Moderate
37,Other,High,Balanced,7.6,25,3.5,3.7,6.6,Moderate
50,Other,Low,Junk Food,8.4,36,5.4,7.1,8.3,High
60,Other,Moderate,Keto,7.8,37,7.1,7.3,9.9,Low
32,Female,Low,Vegan,4.7,50,7.5,6.1,1.3,Low
29,Male,Moderate,Vegan,3.9,25,4.9,6.4,6.9,High
57,Other,High,Vegan,7.6,53,5.8,6.2,4.7,Low
37,Other,Moderate,Vegan,6.6,46,2.0,1.7,1.1,Low
47,Male,High,Balanced,7.1,55,3.5,7.0,6.5,Moderate
55,Male,Low,Junk Food,9.1,44,3.7,5.2,2.1,Low
20,Male,Low,Vegetarian,5.6,29,2.6,4.9,4.4,Low
45,Male,High,Junk Food,8.4,58,3.7,8.7,3.4,High
43,Male,High,Vegan,5.6,58,3.9,1.2,4.3,Moderate
47,Male,High,Balanced,8.8,31,7.8,3.3,5.4,Moderate
30,Female,Low,Balanced,7.6,30,6.0,2.1,4.2,Low
30,Male,Low,Vegan,4.2,22,4.6,1.3,6.0,High
19,Male,Moderate,Balanced,5.9,41,7.9,3.5,3.1,Moderate
54,Female,High,Vegan,9.4,23,2.9,9.9,6.7,Moderate
55,Male,Moderate,Junk Food,9.2,27,4.9,3.4,8.7,Low
19,Other,Low,Keto,7.4,33,5.9,7.0,3.0,Moderate
53,Other,Moderate,Balanced,7.0,39,2.3,2.1,5.6,High
43,Male,Moderate,Vegan,6.9,43,6.3,6.4,6.8,High
28,Female,Low,Vegan,7.2,33,2.6,9.9,6.1,Moderate
25,Other,Low,Balanced,6.3,47,2.8,3.6,4.3,High
61,Female,High,Vegetarian,8.3,35,3.0,8.6,6.8,High
57,Other,Moderate,Vegan,7.4,51,7.6,10.0,1.3,Low
60,Male,Low,Balanced,5.1,31,6.1,6.3,4.3,Moderate
39,Female,Low,Vegan,7.5,35,5.9,3.8,5.8,Moderate
37,Female,Moderate,Vegetarian,6.7,38,5.3,7.1,1.2,Low
25,Female,Low,Keto,6.0,24,3.8,8.6,5.6,Low
46,Other,High,Vegetarian,9.3,31,5.7,2.5,6.9,Low
57,Other,High,Junk Food,6.7,48,4.5,5.1,7.8,Low
43,Other,Moderate,Balanced,3.6,24,2.9,3.9,2.0,High
47,Male,High,Vegetarian,6.1,36,6.1,3.6,9.9,High
34,Other,Low,Keto,8.0,27,2.8,8.7,6.5,Low
37,Male,Low,Vegan,5.1,59,3.1,4.8,4.3,Moderate
33,Female,Low,Balanced,7.9,59,6.9,4.1,3.2,Moderate
63,Female,Low,Vegetarian,5.0,49,6.0,6.4,6.2,Moderate
60,Male,Moderate,Keto,8.5,29,5.8,3.0,8.9,Low
24,Other,High,Vegetarian,5.6,39,4.5,3.1,5.7,High
33,Male,High,Junk Food,6.0,35,4.4,5.7,7.0,High
62,Female,Low,Balanced,5.9,35,6.1,4.7,4.2,High
64,Female,Moderate,Vegan,7.4,22,6.4,3.7,4.5,High
44,Male,Low,Keto,9.3,42,5.1,1.5,3.6,Moderate
40,Other,Low,Vegetarian,6.5,41,7.8,5.7,7.4,Moderate
41,Other,Moderate,Balanced,6.5,47,7.7,8.3,4.2,High
26,Male,Moderate,Vegetarian,5.6,55,4.5,8.7,2.7,Low
52,Male,Low,Balanced,4.1,23,6.9,3.1,4.3,High
37,Other,High,Junk Food,5.8,57,5.3,6.4,8.7,High
54,Female,Low,Vegetarian,4.6,43,5.1,8.7,7.6,Low
59,Male,High,Junk Food,3.7,38,2.3,4.7,4.0,High
34,Other,High,Keto,6.4,30,5.4,9.4,9.2,Moderate
64,Other,Moderate,Junk Food,5.7,59,7.4,9.1,1.7,Low
48,Female,Moderate,Balanced,8.6,59,6.7,2.9,1.4,Low
25,Female,Low,Keto,5.2,58,6.7,3.3,2.1,High
32,Female,High,Vegetarian,7.5,37,3.0,2.6,2.0,Moderate
48,Female,High,Vegetarian,7.5,31,4.2,2.8,1.8,Moderate
47,Female,Low,Balanced,8.5,33,3.4,9.2,7.0,Moderate
63,Male,Low,Vegan,6.2,37,3.9,9.4,6.4,High
37,Other,Low,Vegan,8.5,31,5.5,1.5,6.8,High
56,Male,Moderate,Vegetarian,7.3,59,4.2,6.3,7.2,Moderate
29,Male,Low,Balanced,8.2,46,5.4,6.1,7.8,High
34,Male,Low,Vegan,10.1,25,4.6,4.5,2.9,Moderate
59,Male,High,Junk Food,6.3,43,3.7,6.7,6.6,High
47,Male,Low,Vegetarian,6.8,52,2.6,9.5,6.2,Low
46,Female,High,Junk Food,6.0,35,7.4,2.5,9.5,Low
36,Female,High,Balanced,8.8,31,2.1,2.1,3.1,High
63,Other,Moderate,Junk Food,10.4,50,2.0,1.3,1.5,High
28,Male,Low,Vegan,7.6,56,7.0,4.3,6.9,Moderate
51,Other,Low,Vegan,4.1,32,8.0,4.0,7.7,Low
24,Female,High,Keto,5.2,27,6.4,4.9,3.5,Moderate
61,Female,Moderate,Vegetarian,8.2,57,2.1,5.5,6.1,High
51,Female,Moderate,Balanced,4.8,22,3.4,7.8,1.5,Moderate
37,Male,Low,Vegetarian,5.6,39,7.8,4.5,9.6,Moderate
55,Male,High,Junk Food,5.5,23,6.9,4.0,2.0,High
41,Female,Low,Balanced,6.4,21,5.4,8.4,1.6,Low
27,Other,Low,Balanced,6.9,55,3.4,8.6,1.4,Moderate
49,Other,Low,Vegan,3.7,42,2.1,3.1,4.8,High
32,Female,Low,Junk Food,4.2,38,2.1,3.8,1.9,Moderate
54,Other,High,Vegan,4.2,59,5.7,8.4,7.7,High
37,Female,Moderate,Vegan,4.4,27,2.1,1.7,9.1,High
20,Other,Low,Keto,6.5,35,8.0,3.9,3.3,High
54,Female,Low,Vegan,6.8,37,3.1,5.0,6.7,Low
57,Other,Low,Vegetarian,8.0,55,6.3,2.7,1.4,Low
25,Male,Low,Balanced,7.3,43,2.9,2.6,4.5,High
57,Female,Moderate,Vegan,5.6,20,5.2,4.8,3.6,Low
61,Female,Moderate,Vegetarian,6.8,20,2.5,7.8,3.1,Moderate
40,Other,Moderate,Junk Food,8.1,55,6.6,8.6,6.8,Low
57,Female,Moderate,Balanced,6.2,30,5.5,9.8,2.2,Low
28,Female,Low,Junk Food,6.0,37,2.5,1.7,8.7,Moderate
63,Female,High,Vegetarian,5.1,35,7.1,3.0,7.0,Moderate
25,Male,Moderate,Junk Food,5.3,36,5.3,7.8,7.4,Moderate
46,Male,Moderate,Junk Food,7.5,43,7.5,5.9,9.4,High
47,Other,Low,Junk Food,6.5,53,7.5,3.9,9.5,Moderate
27,Male,Low,Vegan,9.4,23,7.5,2.9,6.0,Moderate
56,Other,Low,Vegan,5.5,54,2.5,3.5,5.5,Moderate
45,Male,Low,Vegan,7.6,34,2.7,4.9,4.0,High
53,Other,High,Balanced,7.1,21,7.9,2.6,7.4,Low
30,Male,High,Vegetarian,6.4,50,4.9,9.7,5.8,High
49,Male,Moderate,Vegan,5.8,28,3.4,2.0,9.4,Low
53,Other,High,Junk Food,7.4,29,6.6,9.9,3.1,Moderate
54,Female,Moderate,Junk Food,7.3,44,3.6,8.6,3.8,High
43,Female,Moderate,Junk Food,6.8,24,6.4,4.8,3.8,High
39,Male,High,Junk Food,7.1,33,7.0,7.7,8.3,Low
21,Other,Moderate,Keto,6.6,57,6.7,7.0,1.9,High
48,Female,Low,Balanced,4.0,59,3.6,2.9,5.1,High
35,Other,Moderate,Vegetarian,6.6,21,4.4,4.1,4.8,Low
55,Female,Low,Vegetarian,6.1,37,4.5,5.6,1.7,High
41,Other,High,Vegan,9.4,48,4.9,6.7,4.7,High
40,Male,High,Keto,7.5,39,3.0,5.9,5.6,Moderate
39,Other,Moderate,Vegetarian,6.8,27,4.7,5.3,1.6,Moderate
19,Female,Low,Balanced,7.2,56,5.1,5.0,5.6,Moderate
48,Male,Moderate,Junk Food,5.0,45,5.2,5.5,9.6,Moderate
28,Other,High,Vegan,5.6,56,6.9,4.9,9.8,Moderate
45,Female,Moderate,Balanced,6.0,23,5.1,5.9,5.8,High
63,Male,Moderate,Vegetarian,7.1,52,3.4,9.0,5.6,High
49,Other,Low,Keto,5.8,41,6.0,6.7,3.6,Moderate
22,Female,High,Vegan,5.7,25,6.8,7.5,10.0,Low
55,Other,Moderate,Vegetarian,4.9,52,3.9,6.4,3.5,Moderate
27,Other,Low,Vegan,6.5,47,5.9,6.8,5.1,High
57,Male,Moderate,Vegetarian,6.7,43,2.9,6.2,1.0,Low
63,Male,Low,Junk Food,7.1,23,4.1,1.2,4.1,Moderate
41,Female,Low,Keto,5.5,21,7.5,10.0,1.6,Low
52,Male,Moderate,Junk Food,7.1,32,7.5,1.3,7.7,Moderate
61,Female,High,Vegetarian,4.9,30,5.5,4.6,6.0,High
40,Other,High,Balanced,6.2,54,6.2,1.9,6.1,Moderate
34,Other,Low,Junk Food,7.0,58,7.1,1.9,3.6,Low
18,Female,High,Balanced,6.1,29,7.8,8.1,8.3,High
48,Other,Low,Vegetarian,4.2,29,4.9,4.8,1.0,Moderate
48,Male,High,Keto,4.3,27,5.4,8.2,4.0,Moderate
59,Other,Moderate,Balanced,6.8,24,4.5,3.5,6.9,Moderate
59,Male,High,Vegetarian,7.4,42,2.4,3.3,9.2,Moderate
51,Female,Low,Balanced,7.0,53,4.5,3.3,3.1,High
26,Female,Low,Junk Food,7.4,51,6.7,6.5,5.9,High
39,Other,High,Vegetarian,6.1,35,6.8,8.3,5.8,Moderate
30,Other,Moderate,Junk Food,7.6,23,7.4,5.1,8.9,High
42,Male,Low,Vegan,7.0,47,2.3,4.4,1.5,Low
35,Male,Low,Vegetarian,5.5,33,5.2,9.8,4.8,High
29,Other,Low,Balanced,7.3,31,2.6,2.1,2.6,Low
57,Other,Low,Vegan,6.9,40,3.2,5.4,1.2,Low
34,Female,Low,Junk Food,9.0,35,7.4,4.7,2.3,High
32,Female,Moderate,Junk Food,8.6,21,5.0,1.9,9.8,Moderate
59,Female,High,Balanced,6.4,42,6.6,3.4,2.9,High
32,Other,Moderate,Vegan,5.9,48,2.4,1.3,9.4,Low
32,Other,Moderate,Keto,8.8,28,4.5,8.9,2.8,Low
56,Other,Low,Balanced,7.3,26,6.0,6.5,9.4,High
30,Female,Moderate,Junk Food,6.2,48,2.8,8.3,6.9,Low
34,Other,Low,Vegetarian,3.5,36,4.0,5.7,2.0,High
49,Male,Moderate,Vegan,5.4,28,2.4,6.4,6.2,High
26,Other,Low,Keto,5.3,25,5.9,7.3,3.9,Moderate
57,Other,Low,Vegetarian,6.3,39,7.8,9.2,4.4,Low
37,Other,Moderate,Vegan,7.4,29,7.0,1.8,5.0,High
43,Other,Moderate,Balanced,7.7,28,7.8,4.0,4.8,Low
44,Other,High,Balanced,8.8,31,7.1,7.4,7.0,High
38,Male,High,Vegan,7.9,52,7.1,9.6,7.9,High
35,Male,High,Keto,4.5,51,5.5,9.8,4.0,Moderate
30,Other,Moderate,Vegan,8.0,53,5.1,6.7,9.3,High
33,Female,Moderate,Vegetarian,9.1,38,4.4,2.7,9.4,Moderate
26,Other,Low,Vegetarian,9.0,52,6.9,2.1,1.4,Low
29,Other,High,Balanced,4.7,35,3.1,9.5,1.1,Moderate
61,Other,Low,Vegan,6.2,42,2.3,4.9,4.8,Moderate
55,Female,Low,Balanced,7.9,45,7.7,2.8,6.3,Low
36,Female,Low,Keto,4.8,56,2.0,9.4,3.5,Moderate
24,Female,Low,Vegetarian,3.9,28,7.9,1.9,3.3,Moderate
52,Male,High,Junk Food,7.0,49,6.4,7.6,7.1,High
35,Female,Low,Junk Food,5.5,32,4.0,6.6,6.4,Moderate
33,Male,Moderate,Vegan,4.1,35,6.2,1.8,2.5,High
56,Male,Moderate,Vegan,8.3,21,6.9,4.0,9.0,Moderate
21,Female,Moderate,Junk Food,6.7,50,3.5,2.3,7.1,Low
42,Female,High,Vegan,5.7,38,6.6,6.4,4.3,Low
49,Female,Low,Vegetarian,5.1,30,6.8,5.3,7.2,Moderate
57,Male,High,Keto,6.8,33,3.5,1.0,2.0,High
30,Other,Low,Keto,7.3,44,2.3,9.8,5.2,Moderate
62,Female,High,Balanced,7.0,26,3.2,4.1,2.5,High
34,Female,High,Vegetarian,4.2,34,3.2,3.3,1.4,Moderate
54,Female,Low,Vegan,7.2,49,2.4,3.0,4.0,Low
23,Male,High,Vegan,7.5,50,6.4,2.4,2.4,Low
36,Male,Low,Balanced,6.0,43,4.3,10.0,6.7,High
30,Other,Moderate,Balanced,8.1,44,7.3,3.7,7.1,Moderate
43,Female,Moderate,Vegan,5.2,27,3.5,4.6,2.3,High
31,Male,Moderate,Vegan,8.4,49,4.7,8.8,1.2,Low
48,Other,High,Vegetarian,6.7,55,5.8,6.8,8.1,High
21,Female,Moderate,Balanced,5.8,33,7.3,4.3,1.0,Moderate
56,Male,Low,Vegetarian,6.0,48,5.1,9.1,4.1,High
25,Female,Moderate,Vegan,8.0,46,4.2,7.7,5.5,Moderate
42,Female,Moderate,Junk Food,6.9,55,7.2,3.1,8.4,Moderate
30,Male,High,Junk Food,7.5,53,3.9,6.8,8.5,Low
49,Male,Low,Vegan,8.1,40,2.5,9.3,7.5,Moderate
55,Male,High,Balanced,5.7,57,4.7,5.5,3.2,Moderate
55,Female,High,Junk Food,6.7,30,6.7,7.6,7.5,Moderate
45,Female,Low,Balanced,6.2,52,2.2,9.7,3.2,High
47,Other,High,Junk Food,8.0,34,5.5,7.2,2.9,Low
20,Female,Low,Balanced,5.9,31,5.6,1.9,5.9,High
45,Male,Moderate,Junk Food,6.6,43,7.6,3.2,7.1,High
20,Female,Low,Balanced,9.9,56,3.7,6.4,1.5,Low
62,Other,Low,Vegetarian,8.4,30,3.7,3.5,1.5,High
51,Other,Low,Balanced,4.9,38,4.6,9.6,8.1,High
33,Male,High,Vegetarian,7.9,20,4.1,4.6,8.7,Moderate
39,Male,Low,Vegetarian,7.5,36,6.4,5.1,6.4,High
49,Other,Low,Vegan,4.8,59,5.9,7.3,4.9,Low
55,Other,Low,Vegetarian,6.3,35,6.6,5.7,8.6,High
25,Other,Moderate,Keto,5.1,45,6.9,4.4,7.6,Moderate
25,Male,Low,Vegetarian,2.9,34,7.5,1.7,6.2,High
23,Other,High,Balanced,6.3,27,4.6,6.4,3.9,Low
31,Other,Low,Vegetarian,5.7,49,7.9,8.8,2.8,Moderate
49,Male,Low,Balanced,4.8,33,3.3,7.2,4.8,High
52,Female,Moderate,Balanced,6.5,52,6.3,4.4,3.6,Low
27,Female,Low,Keto,3.3,26,5.2,2.1,4.1,Low
20,Other,High,Vegetarian,6.6,37,6.9,8.3,5.6,High
29,Female,Low,Vegetarian,6.5,31,4.9,9.5,2.5,High
48,Female,High,Junk Food,7.5,21,6.7,4.5,8.3,Moderate
46,Female,Moderate,Junk Food,4.1,48,7.6,7.6,2.3,High
22,Female,Low,Vegan,9.7,40,6.4,4.7,5.3,Moderate
42,Other,Moderate,Balanced,9.1,26,6.7,5.5,7.7,High
58,Female,Low,Keto,5.3,46,2.4,8.5,5.4,Low
48,Female,High,Junk Food,8.7,31,3.2,1.8,4.2,Low
38,Male,Moderate,Vegetarian,7.8,39,7.8,5.8,5.3,Low
37,Other,Low,Vegan,5.8,33,6.2,2.9,8.6,Low
